"","metric.and.spp","stockid.x","assessid.x","stocklong.x","tsid","tsyear","tsvalue","stockid.y","assessid.y","stocklong.y","bioid","biovalue","ratio"
"40","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1978,20800,NA,NA,NA,NA,NA,NA
"41","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1979,20708,NA,NA,NA,NA,NA,NA
"42","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1980,20340,NA,NA,NA,NA,NA,NA
"43","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1982,19868,NA,NA,NA,NA,NA,NA
"44","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1983,19344,NA,NA,NA,NA,NA,NA
"45","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1934,36513,NA,NA,NA,NA,NA,NA
"46","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1930,36474,NA,NA,NA,NA,NA,NA
"47","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1931,36479,NA,NA,NA,NA,NA,NA
"48","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1932,36482,NA,NA,NA,NA,NA,NA
"49","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1933,36497,NA,NA,NA,NA,NA,NA
"50","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1984,18863,NA,NA,NA,NA,NA,NA
"51","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1985,18127,NA,NA,NA,NA,NA,NA
"52","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1986,16839,NA,NA,NA,NA,NA,NA
"53","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2010,13977,NA,NA,NA,NA,NA,NA
"54","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2009,13211,NA,NA,NA,NA,NA,NA
"55","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2012,15691,NA,NA,NA,NA,NA,NA
"56","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1996,7409,NA,NA,NA,NA,NA,NA
"57","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1987,16018,NA,NA,NA,NA,NA,NA
"58","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1995,7893,NA,NA,NA,NA,NA,NA
"59","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1988,13998,NA,NA,NA,NA,NA,NA
"60","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1990,11927,NA,NA,NA,NA,NA,NA
"61","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1969,23347,NA,NA,NA,NA,NA,NA
"62","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1971,23170,NA,NA,NA,NA,NA,NA
"63","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2011,14732,NA,NA,NA,NA,NA,NA
"64","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1997,7083,NA,NA,NA,NA,NA,NA
"65","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1991,10644,NA,NA,NA,NA,NA,NA
"66","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1967,28406,NA,NA,NA,NA,NA,NA
"67","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1968,25533,NA,NA,NA,NA,NA,NA
"68","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1994,8510,NA,NA,NA,NA,NA,NA
"69","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1992,9797,NA,NA,NA,NA,NA,NA
"70","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1989,12763,NA,NA,NA,NA,NA,NA
"71","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1998,6779,NA,NA,NA,NA,NA,NA
"72","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1993,9438,NA,NA,NA,NA,NA,NA
"73","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1970,23296,NA,NA,NA,NA,NA,NA
"74","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2007,11739,NA,NA,NA,NA,NA,NA
"75","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2004,9301,NA,NA,NA,NA,NA,NA
"76","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2008,12453,NA,NA,NA,NA,NA,NA
"77","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2006,10924,NA,NA,NA,NA,NA,NA
"78","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2003,8477,NA,NA,NA,NA,NA,NA
"79","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2001,6987,NA,NA,NA,NA,NA,NA
"80","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2005,10061,NA,NA,NA,NA,NA,NA
"81","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2002,7666,NA,NA,NA,NA,NA,NA
"82","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",1999,6377,NA,NA,NA,NA,NA,NA
"83","B darkblotched rockfish pacific coast","DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B",2000,6625,NA,NA,NA,NA,NA,NA
"84","B-MT atlantic butterfish gulf of maine / cape hatteras",NA,NA,NA,NA,NA,NA,"BUTTERGOMCHATT","NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG","atlantic butterfish gulf of maine / cape hatteras","Bmsy-MT",22798,NA
"85","B-MT atlantic halibut nafo-5yz",NA,NA,NA,NA,NA,NA,"ATHAL5YZ","NEFSC-ATHAL5YZ-1800-2007-COL","atlantic halibut nafo-5yz","Bmsy-MT",49000,NA
"86","B-MT atlantic surfclam mid-atlantic coast",NA,NA,NA,NA,NA,NA,"SURFMATLC","NEFSC-SURFMATLC-1965-2008-JACOBSON","atlantic surfclam mid-atlantic coast","Bmsy-MT",9e+05,NA
"87","B-MT black sea bass mid-atlantic coast",NA,NA,NA,NA,NA,NA,"BSBASSMATLC","NEFSC-BSBASSMATLC-1968-2007-SHEPHERD","black sea bass mid-atlantic coast","Bmsy-MT",12892.3,NA
"88","B-MT blackgill rockfish  pacific coast",NA,NA,NA,NA,NA,NA,"BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","blackgill rockfish  pacific coast","Bmsy-MT",5063,NA
"89","B-MT bluefish atlantic coast",NA,NA,NA,NA,NA,NA,"BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","Bmsy-MT",147052,NA
"90","B-MT monkfish gulf of maine / cape hatteras",NA,NA,NA,NA,NA,NA,"MONK5YCHATT","NEFSC-MONK5YCHATT-1980-2009-PROVOST","monkfish gulf of maine / cape hatteras","Bmsy-MT",129002,NA
"91","B-MT monkfish gulf of maine / northern georges bank",NA,NA,NA,NA,NA,NA,"MONKGOMNGB","NEFSC-MONKGOMNGB-1964-2006-RICHARDS","monkfish gulf of maine / northern georges bank","Bmsy-MT",49000,NA
"92","B-MT northern shrimp gulf of maine",NA,NA,NA,NA,NA,NA,"PANDALGOM","ASMFC-PANDALGOM-1960-2009-IDOINE","northern shrimp gulf of maine","Bmsy-MT",29920,NA
"93","B-MT ocean pout northwestern atlantic coast",NA,NA,NA,NA,NA,NA,"OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","Bmsy-MT",4.94,NA
"94","B-MT scup atlantic coast",NA,NA,NA,NA,NA,NA,"SCUPNWATLC","NEFSC-SCUPNWATLC-1960-2007-TERCEIRO","scup atlantic coast","Bmsy-MT",92044,NA
"95","B-MT winter flounder rhode island",NA,NA,NA,NA,NA,NA,"WINFLOUNDRI","RIDEM-WINFLOUNDRI-1959-2007-COLLIE","winter flounder rhode island","Bmsy-MT",5478,NA
"96","B-relative silver hake gulf of maine / northern georges bank",NA,NA,NA,NA,NA,NA,"SHAKEGOMNGB","NEFSC-SHAKEGOMNGB-1955-2005-COL","silver hake gulf of maine / northern georges bank","Bmsy-relative",6.63,NA
"97","B-relative silver hake southern georges bank / mid-atlantic",NA,NA,NA,NA,NA,NA,"SHAKESGBMATL","NEFSC-SHAKESGBMATL-1955-2005-COL","silver hake southern georges bank / mid-atlantic","Bmsy-relative",1.78,NA
"98","B-relative windowpane flounder - gulf of maine / georges bank",NA,NA,NA,NA,NA,NA,"WINDOWGOMGB","NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON","windowpane flounder - gulf of maine / georges bank","Bmsy-relative",1.4,NA
"99","B-relative windowpane southern new england-mid atlantic",NA,NA,NA,NA,NA,NA,"WINDOWSNEMATL","NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON","windowpane southern new england-mid atlantic","Bmsy-relative",0.34,NA
"100","B0-MT blackgill rockfish  pacific coast",NA,NA,NA,NA,NA,NA,"BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","blackgill rockfish  pacific coast","B0-MT",12927.2,NA
"101","B0-MT blue rockfish california",NA,NA,NA,NA,NA,NA,"BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","blue rockfish california","B0-MT",13223,NA
"102","B0-MT bocaccio southern pacific coast",NA,NA,NA,NA,NA,NA,"BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA","bocaccio southern pacific coast","B0-MT",45476,NA
"103","B0-MT cabezon northern california",NA,NA,NA,NA,NA,NA,"CABEZNCAL","PFMC-CABEZNCAL-1930-2009-CHING","cabezon northern california","B0-MT",1835,NA
"104","B0-MT cabezon southern california",NA,NA,NA,NA,NA,NA,"CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","B0-MT",470,NA
"105","B0-MT california scorpionfish southern california",NA,NA,NA,NA,NA,NA,"CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","B0-MT",2007,NA
"106","B0-MT canary rockfish pacific coast",NA,NA,NA,NA,NA,NA,"CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","B0-MT",70664,NA
"107","B0-MT chilipepper southern pacific coast",NA,NA,NA,NA,NA,NA,"CHILISPCOAST","NWFSC-CHILISPCOAST-1892-2007-BRANCH","chilipepper southern pacific coast","B0-MT",45057,NA
"108","B0-MT darkblotched rockfish pacific coast",NA,NA,NA,NA,NA,NA,"DKROCKPCOAST","NWFSC-DKROCKPCOAST-1928-2013-KURIYAMA","darkblotched rockfish pacific coast","B0-MT",36171,NA
"109","B0-MT dover sole pacific coast",NA,NA,NA,NA,NA,NA,"DSOLEPCOAST","SWFSC-DSOLEPCOAST-1910-2011-STACHURA","dover sole pacific coast","B0-MT",821271,NA
"110","B0-MT gopher rockfish southern pacific coast",NA,NA,NA,NA,NA,NA,"GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON","gopher rockfish southern pacific coast","B0-MT",2440,NA
"111","B0-MT greenspotted rockfish pacific coast north",NA,NA,NA,NA,NA,NA,"GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA","greenspotted rockfish pacific coast north","B0-MT",3160,NA
"112","B0-MT greenspotted rockfish pacific coast south",NA,NA,NA,NA,NA,NA,"GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA","greenspotted rockfish pacific coast south","B0-MT",4331,NA
"113","B0-MT greenstriped rockfish pacific coast",NA,NA,NA,NA,NA,NA,"GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","B0-MT",33526,NA
"114","B0-MT kelp greenling oregon coast",NA,NA,NA,NA,NA,NA,"KELPGREENLINGORECOAST","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON","kelp greenling oregon coast","B0-MT",1295,NA
"115","B0-MT lingcod northern pacific coast",NA,NA,NA,NA,NA,NA,"LINGCODNPCOAST","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA","lingcod northern pacific coast","B0-MT",44536.3,NA
"116","B0-MT pacific hake pacific coast",NA,NA,NA,NA,NA,NA,"PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA","pacific hake pacific coast","B0-MT",2132000,NA
"117","B0-MT rougheye and blackspotted rockfish complex pacific coast",NA,NA,NA,NA,NA,NA,"ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA","rougheye and blackspotted rockfish complex pacific coast","B0-MT",5394,NA
"118","B0-MT sablefish pacific coast",NA,NA,NA,NA,NA,NA,"SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA","sablefish pacific coast","B0-MT",537893,NA
"119","B0-MT shortbelly rockfish pacific coast",NA,NA,NA,NA,NA,NA,"SBELLYROCKPCOAST","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","shortbelly rockfish pacific coast","B0-MT",98400,NA
"120","B0-MT splitnose rockfish pacific coast",NA,NA,NA,NA,NA,NA,"SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","B0-MT",87584,NA
"121","B0-MT spotted spiny dogfish pacific coast",NA,NA,NA,NA,NA,NA,"SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","B0-MT",304105,NA
"122","B0-MT starry flounder northern pacific coast",NA,NA,NA,NA,NA,NA,"STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON","starry flounder northern pacific coast","B0-MT",12102,NA
"123","B0-MT starry flounder southern pacific coast",NA,NA,NA,NA,NA,NA,"STFLOUNSPCOAST","SWFSC-STFLOUNSPCOAST-1970-2005-STANTON","starry flounder southern pacific coast","B0-MT",5854,NA
"124","B0-MT yelloweye rockfish pacific coast",NA,NA,NA,NA,NA,NA,"YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA","yelloweye rockfish pacific coast","B0-MT",8882,NA
"125","B0-MT yellowtail rockfish northern pacific coast",NA,NA,NA,NA,NA,NA,"YTROCKNPCOAST","NWFSC-YTROCKNPCOAST-1967-2005-STANTON","yellowtail rockfish northern pacific coast","B0-MT",120024,NA
"126","SSB bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA","bocaccio southern pacific coast","SSB",1936,39333.6,NA,NA,NA,NA,NA,NA
"127","SSB bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA","bocaccio southern pacific coast","SSB",1937,39208,NA,NA,NA,NA,NA,NA
"128","SSB bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA","bocaccio southern pacific coast","SSB",1938,39132,NA,NA,NA,NA,NA,NA
"129","SSB bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA","bocaccio southern pacific coast","SSB",1939,39189,NA,NA,NA,NA,NA,NA
"130","SSB bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA","bocaccio southern pacific coast","SSB",1940,39337,NA,NA,NA,NA,NA,NA
"131","SSB bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA","bocaccio southern pacific coast","SSB",1941,39470,NA,NA,NA,NA,NA,NA
"132","SSB bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA","bocaccio southern pacific coast","SSB",1942,39669,NA,NA,NA,NA,NA,NA
