"","stocklong","stockid","assessid","tsyear","tsid","tsvalue","bioid","biovalue","ratio","region"
"262","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1973,"F-1/yr",0.064,"Fmsy-1/yr",0.21,0.304761904761905,"west"
"263","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1974,"F-1/yr",0.06,"Fmsy-1/yr",0.21,0.285714285714286,"west"
"264","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1975,"F-1/yr",0.057,"Fmsy-1/yr",0.21,0.271428571428571,"west"
"265","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1978,"F-1/yr",0.059,"Fmsy-1/yr",0.21,0.280952380952381,"west"
"266","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1979,"F-1/yr",0.069,"Fmsy-1/yr",0.21,0.328571428571429,"west"
"267","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1980,"F-1/yr",0.052,"Fmsy-1/yr",0.21,0.247619047619048,"west"
"268","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1981,"F-1/yr",0.065,"Fmsy-1/yr",0.21,0.30952380952381,"west"
"269","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1916,"F-1/yr",0,"Fmsy-1/yr",0.21,0,"west"
"270","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1996,"F-1/yr",0.066,"Fmsy-1/yr",0.21,0.314285714285714,"west"
"271","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1997,"F-1/yr",0.066,"Fmsy-1/yr",0.21,0.314285714285714,"west"
"272","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1998,"F-1/yr",0.08,"Fmsy-1/yr",0.21,0.380952380952381,"west"
"273","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1999,"F-1/yr",0.136,"Fmsy-1/yr",0.21,0.647619047619048,"west"
"274","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",2000,"F-1/yr",0.1,"Fmsy-1/yr",0.21,0.476190476190476,"west"
"275","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",2001,"F-1/yr",0.085,"Fmsy-1/yr",0.21,0.404761904761905,"west"
"276","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1960,"F-1/yr",0.037,"Fmsy-1/yr",0.21,0.176190476190476,"west"
"277","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1961,"F-1/yr",0.045,"Fmsy-1/yr",0.21,0.214285714285714,"west"
"278","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1933,"F-1/yr",0,"Fmsy-1/yr",0.21,0,"west"
"279","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1962,"F-1/yr",0.042,"Fmsy-1/yr",0.21,0.2,"west"
"280","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1935,"F-1/yr",0,"Fmsy-1/yr",0.21,0,"west"
"281","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1936,"F-1/yr",0,"Fmsy-1/yr",0.21,0,"west"
"282","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1937,"F-1/yr",0.002,"Fmsy-1/yr",0.21,0.00952380952380952,"west"
"283","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1938,"F-1/yr",0,"Fmsy-1/yr",0.21,0,"west"
"284","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1939,"F-1/yr",0.005,"Fmsy-1/yr",0.21,0.0238095238095238,"west"
"285","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1940,"F-1/yr",0.007,"Fmsy-1/yr",0.21,0.0333333333333333,"west"
"286","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1941,"F-1/yr",0.009,"Fmsy-1/yr",0.21,0.0428571428571429,"west"
"287","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1986,"F-1/yr",0.077,"Fmsy-1/yr",0.21,0.366666666666667,"west"
"288","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1987,"F-1/yr",0.09,"Fmsy-1/yr",0.21,0.428571428571429,"west"
"289","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1931,"F-1/yr",0,"Fmsy-1/yr",0.21,0,"west"
"290","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1932,"F-1/yr",0,"Fmsy-1/yr",0.21,0,"west"
"291","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1990,"F-1/yr",0.147,"Fmsy-1/yr",0.21,0.7,"west"
"292","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1934,"F-1/yr",0,"Fmsy-1/yr",0.21,0,"west"
"293","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1992,"F-1/yr",0.107,"Fmsy-1/yr",0.21,0.509523809523809,"west"
"294","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1993,"F-1/yr",0.085,"Fmsy-1/yr",0.21,0.404761904761905,"west"
"295","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1994,"F-1/yr",0.09,"Fmsy-1/yr",0.21,0.428571428571429,"west"
"296","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1995,"F-1/yr",0.069,"Fmsy-1/yr",0.21,0.328571428571429,"west"
"297","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1952,"F-1/yr",0.004,"Fmsy-1/yr",0.21,0.019047619047619,"west"
"298","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1953,"F-1/yr",0.014,"Fmsy-1/yr",0.21,0.0666666666666667,"west"
"299","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1954,"F-1/yr",0.001,"Fmsy-1/yr",0.21,0.00476190476190476,"west"
"300","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1955,"F-1/yr",0.004,"Fmsy-1/yr",0.21,0.019047619047619,"west"
"301","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1956,"F-1/yr",0.055,"Fmsy-1/yr",0.21,0.261904761904762,"west"
"302","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1988,"F-1/yr",0.067,"Fmsy-1/yr",0.21,0.319047619047619,"west"
"303","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1989,"F-1/yr",0.102,"Fmsy-1/yr",0.21,0.485714285714286,"west"
"304","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1959,"F-1/yr",0.042,"Fmsy-1/yr",0.21,0.2,"west"
"305","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1991,"F-1/yr",0.137,"Fmsy-1/yr",0.21,0.652380952380953,"west"
"306","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1947,"F-1/yr",0.004,"Fmsy-1/yr",0.21,0.019047619047619,"west"
"307","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1948,"F-1/yr",0.01,"Fmsy-1/yr",0.21,0.0476190476190476,"west"
"308","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1949,"F-1/yr",0.012,"Fmsy-1/yr",0.21,0.0571428571428571,"west"
"309","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1950,"F-1/yr",0.002,"Fmsy-1/yr",0.21,0.00952380952380952,"west"
"310","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1951,"F-1/yr",0.004,"Fmsy-1/yr",0.21,0.019047619047619,"west"
"311","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1957,"F-1/yr",0.042,"Fmsy-1/yr",0.21,0.2,"west"
"312","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1958,"F-1/yr",0.037,"Fmsy-1/yr",0.21,0.176190476190476,"west"
"313","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1945,"F-1/yr",0.001,"Fmsy-1/yr",0.21,0.00476190476190476,"west"
"314","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1942,"F-1/yr",0.004,"Fmsy-1/yr",0.21,0.019047619047619,"west"
"315","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1943,"F-1/yr",0.018,"Fmsy-1/yr",0.21,0.0857142857142857,"west"
"316","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1944,"F-1/yr",0.004,"Fmsy-1/yr",0.21,0.019047619047619,"west"
"317","arrowtooth flounder pacific coast","ARFLOUNDPCOAST","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",1946,"F-1/yr",0.002,"Fmsy-1/yr",0.21,0.00952380952380952,"west"
"844","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1916,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"845","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1917,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"846","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1918,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"847","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1919,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"848","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1920,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"849","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1921,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"850","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1922,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"851","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1923,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"852","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1924,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"853","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1925,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"854","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1926,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"855","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1927,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"856","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1928,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"857","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1929,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"858","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1930,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"859","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1931,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"860","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1932,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"861","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1933,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"862","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1934,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"863","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1935,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"864","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1936,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"865","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1937,"U-ratio",0,"Umsy-ratio",0.051,0,"west"
"866","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1938,"U-ratio",1e-04,"Umsy-ratio",0.051,0.00196078431372549,"west"
"867","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1939,"U-ratio",1e-04,"Umsy-ratio",0.051,0.00196078431372549,"west"
"868","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1940,"U-ratio",1e-04,"Umsy-ratio",0.051,0.00196078431372549,"west"
"869","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1941,"U-ratio",2e-04,"Umsy-ratio",0.051,0.00392156862745098,"west"
"870","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1942,"U-ratio",1e-04,"Umsy-ratio",0.051,0.00196078431372549,"west"
"871","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1943,"U-ratio",2e-04,"Umsy-ratio",0.051,0.00392156862745098,"west"
"872","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1944,"U-ratio",3e-04,"Umsy-ratio",0.051,0.00588235294117647,"west"
"873","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1945,"U-ratio",6e-04,"Umsy-ratio",0.051,0.0117647058823529,"west"
"874","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1946,"U-ratio",5e-04,"Umsy-ratio",0.051,0.00980392156862745,"west"
"875","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1947,"U-ratio",4e-04,"Umsy-ratio",0.051,0.00784313725490196,"west"
"876","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1948,"U-ratio",4e-04,"Umsy-ratio",0.051,0.00784313725490196,"west"
"877","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1949,"U-ratio",3e-04,"Umsy-ratio",0.051,0.00588235294117647,"west"
"878","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1950,"U-ratio",4e-04,"Umsy-ratio",0.051,0.00784313725490196,"west"
"879","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1951,"U-ratio",6e-04,"Umsy-ratio",0.051,0.0117647058823529,"west"
"880","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1952,"U-ratio",6e-04,"Umsy-ratio",0.051,0.0117647058823529,"west"
"881","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1953,"U-ratio",7e-04,"Umsy-ratio",0.051,0.0137254901960784,"west"
"882","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1954,"U-ratio",4e-04,"Umsy-ratio",0.051,0.00784313725490196,"west"
"883","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1955,"U-ratio",4e-04,"Umsy-ratio",0.051,0.00784313725490196,"west"
"884","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1956,"U-ratio",5e-04,"Umsy-ratio",0.051,0.00980392156862745,"west"
"885","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1957,"U-ratio",5e-04,"Umsy-ratio",0.051,0.00980392156862745,"west"
"886","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1958,"U-ratio",7e-04,"Umsy-ratio",0.051,0.0137254901960784,"west"
"887","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1959,"U-ratio",8e-04,"Umsy-ratio",0.051,0.0156862745098039,"west"
"888","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1960,"U-ratio",6e-04,"Umsy-ratio",0.051,0.0117647058823529,"west"
"889","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1961,"U-ratio",4e-04,"Umsy-ratio",0.051,0.00784313725490196,"west"
"890","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",1962,"U-ratio",4e-04,"Umsy-ratio",0.051,0.00784313725490196,"west"
